Unnamed: 0,Overall_Rating,Type Of Traveller,Seat Type,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
218,3,Solo Leisure,Economy Class,4.0,5.0,1.0,4.0,,,4.0,no
219,2,Family Leisure,Economy Class,4.0,3.0,3.0,1.0,3.0,3.0,2.0,no
220,1,Business,Economy Class,5.0,5.0,,5.0,,,5.0,yes
221,1,Couple Leisure,Economy Class,3.0,4.0,4.0,1.0,1.0,1.0,3.0,no
222,8,Business,Premium Economy,3.0,4.0,4.0,4.0,3.0,3.0,4.0,yes
223,1,Couple Leisure,Business Class,3.0,1.0,1.0,1.0,,,4.0,no
224,3,Solo Leisure,Economy Class,3.0,1.0,1.0,3.0,4.0,2.0,2.0,no
225,3,Business,Business Class,3.0,2.0,2.0,2.0,3.0,1.0,2.0,no
226,3,Family Leisure,Economy Class,2.0,3.0,2.0,1.0,3.0,,2.0,no
227,1,Solo Leisure,Economy Class,2.0,1.0,1.0,1.0,,,1.0,no
228,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
229,1,Couple Leisure,Economy Class,2.0,5.0,2.0,5.0,,,5.0,yes
230,3,Family Leisure,Economy Class,4.0,4.0,4.0,1.0,4.0,2.0,3.0,no
231,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
232,9,Solo Leisure,Economy Class,5.0,4.0,3.0,5.0,,,5.0,yes
233,1,Business,Economy Class,1.0,5.0,1.0,1.0,1.0,,1.0,no
234,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
235,2,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
236,1,Couple Leisure,Economy Class,2.0,1.0,1.0,1.0,2.0,1.0,1.0,no
237,6,Solo Leisure,Economy Class,4.0,2.0,1.0,3.0,,,3.0,no
238,6,Couple Leisure,Economy Class,1.0,3.0,1.0,3.0,3.0,,4.0,yes
239,1,Couple Leisure,Economy Class,,,,,,,1.0,no
240,1,Family Leisure,Business Class,2.0,1.0,1.0,1.0,2.0,2.0,1.0,no
241,4,Solo Leisure,Economy Class,4.0,4.0,4.0,3.0,5.0,2.0,4.0,no
242,1,Family Leisure,Economy Class,2.0,1.0,2.0,1.0,1.0,,1.0,no
243,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
244,1,Solo Leisure,Economy Class,1.0,2.0,,1.0,,,1.0,no
245,2,Solo Leisure,Economy Class,2.0,2.0,2.0,1.0,2.0,1.0,2.0,no
246,1,Business,Premium Economy,1.0,1.0,,1.0,,,1.0,no
247,1,Couple Leisure,Economy Class,1.0,2.0,2.0,1.0,1.0,1.0,1.0,no
248,3,Solo Leisure,Economy Class,3.0,3.0,,1.0,,,1.0,no
249,2,Solo Leisure,Economy Class,1.0,3.0,1.0,1.0,1.0,1.0,1.0,no
250,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,no
251,3,Family Leisure,Economy Class,4.0,1.0,1.0,3.0,3.0,4.0,3.0,no
252,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
253,2,Couple Leisure,Economy Class,3.0,2.0,,1.0,,,1.0,no
254,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,3.0,3.0,2.0,no
255,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
256,1,Family Leisure,Economy Class,4.0,4.0,2.0,2.0,4.0,3.0,3.0,no
257,2,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,2.0,,1.0,no
258,1,Solo Leisure,Economy Class,3.0,1.0,1.0,4.0,1.0,,2.0,no
259,1,Couple Leisure,Economy Class,2.0,3.0,,1.0,,,1.0,no
260,1,Couple Leisure,Economy Class,1.0,3.0,1.0,1.0,,,1.0,no
261,1,Business,Business Class,,,,,,,1.0,no
262,1,Solo Leisure,Economy Class,1.0,3.0,3.0,1.0,,,1.0,no
263,5,Solo Leisure,Economy Class,3.0,1.0,1.0,2.0,,,1.0,no
264,1,Solo Leisure,Economy Class,3.0,3.0,,1.0,,,1.0,no
265,2,Couple Leisure,Economy Class,2.0,1.0,1.0,2.0,1.0,1.0,2.0,no
266,1,Solo Leisure,Economy Class,1.0,3.0,3.0,1.0,3.0,2.0,1.0,no
267,1,Couple Leisure,Economy Class,,,,,,,1.0,no
268,4,Family Leisure,Economy Class,1.0,2.0,1.0,3.0,1.0,2.0,2.0,no
269,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
270,1,Solo Leisure,Economy Class,1.0,5.0,1.0,1.0,1.0,1.0,1.0,no
271,4,Solo Leisure,Economy Class,2.0,2.0,1.0,2.0,4.0,4.0,2.0,no
272,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,2.0,2.0,2.0,no
273,1,Couple Leisure,Business Class,,,,,,,1.0,no
274,2,Solo Leisure,Economy Class,2.0,2.0,2.0,1.0,2.0,2.0,2.0,no
275,6,Family Leisure,Business Class,4.0,4.0,3.0,3.0,4.0,4.0,4.0,yes
276,1,Solo Leisure,Economy Class,2.0,2.0,1.0,1.0,2.0,,1.0,no
277,9,Family Leisure,Economy Class,5.0,4.0,5.0,5.0,5.0,,5.0,yes
278,1,Couple Leisure,Economy Class,1.0,3.0,2.0,1.0,3.0,1.0,1.0,no
279,2,Solo Leisure,Economy Class,3.0,5.0,3.0,4.0,1.0,1.0,2.0,no
280,2,Solo Leisure,Economy Class,3.0,3.0,3.0,1.0,1.0,1.0,2.0,no
281,1,Solo Leisure,Economy Class,5.0,5.0,5.0,3.0,,,5.0,yes
282,2,Couple Leisure,Economy Class,1.0,1.0,2.0,1.0,3.0,2.0,2.0,no
283,6,Solo Leisure,Economy Class,3.0,3.0,3.0,2.0,1.0,,2.0,no
284,1,Family Leisure,Economy Class,2.0,3.0,3.0,1.0,3.0,1.0,2.0,no
285,1,Family Leisure,Economy Class,3.0,4.0,3.0,3.0,3.0,,1.0,no
286,2,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
287,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,1.0,1.0,1.0,no
288,1,Family Leisure,Economy Class,2.0,4.0,1.0,4.0,4.0,,1.0,no
289,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,,1.0,no
290,1,Couple Leisure,Economy Class,3.0,1.0,1.0,1.0,1.0,1.0,2.0,no
291,1,Family Leisure,Economy Class,,,,,,,1.0,no
292,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,,1.0,no
293,8,Solo Leisure,Economy Class,4.0,4.0,2.0,5.0,,,3.0,yes
294,9,Solo Leisure,Economy Class,4.0,4.0,,5.0,,,4.0,yes
295,9,Solo Leisure,Economy Class,4.0,5.0,,5.0,,,4.0,yes
296,8,Couple Leisure,Economy Class,4.0,2.0,,3.0,,,3.0,yes
297,8,,Economy Class,,,,,,,4.0,yes
298,1,,,,,,,,,,no
299,1,,,,,,,,,,no
300,1,Solo Leisure,Economy Class,,,,,,,1.0,no
301,1,Solo Leisure,Economy Class,,,,,,,1.0,no
302,5,Solo Leisure,Business Class,5.0,2.0,4.0,2.0,5.0,3.0,2.0,no
303,1,Business,Economy Class,5.0,5.0,5.0,5.0,,5.0,5.0,yes
304,1,Business,Business Class,4.0,5.0,4.0,5.0,4.0,,4.0,yes
305,2,Business,Economy Class,2.0,3.0,3.0,2.0,1.0,,2.0,no
306,5,Solo Leisure,Business Class,3.0,3.0,3.0,3.0,,,3.0,yes
307,7,Business,Premium Economy,1.0,4.0,4.0,3.0,4.0,3.0,4.0,yes
308,2,Family Leisure,Economy Class,3.0,1.0,4.0,1.0,3.0,1.0,2.0,no
309,8,Solo Leisure,Premium Economy,4.0,5.0,4.0,3.0,4.0,,4.0,yes
310,4,Business,Economy Class,3.0,4.0,4.0,1.0,2.0,3.0,2.0,no
311,1,Couple Leisure,Economy Class,,,,,,,1.0,no
312,1,Business,Economy Class,,,,,,,1.0,no
313,1,Family Leisure,Economy Class,,,,,,,1.0,no
314,1,Couple Leisure,Economy Class,,,,1.0,,,1.0,no
315,1,Solo Leisure,Economy Class,,,,,,,1.0,no
316,1,Couple Leisure,Economy Class,,,,,,,1.0,no
317,1,Solo Leisure,Business Class,5.0,5.0,4.0,4.0,5.0,,5.0,yes
318,1,Solo Leisure,Economy Class,,,,,,,2.0,no
319,9,Solo Leisure,Premium Economy,2.0,5.0,5.0,5.0,5.0,,5.0,yes
320,1,Business,Economy Class,,,,1.0,,,1.0,no
321,1,Solo Leisure,Economy Class,,,,,,,1.0,no
322,1,Family Leisure,Economy Class,,,,,,,5.0,yes
323,1,Couple Leisure,Economy Class,,,,,,,1.0,no
324,1,Solo Leisure,Economy Class,3.0,1.0,3.0,1.0,3.0,,3.0,no
325,1,Business,Business Class,,,,,,,1.0,no
326,8,Solo Leisure,Economy Class,5.0,5.0,4.0,5.0,4.0,1.0,5.0,yes
327,2,Solo Leisure,Business Class,3.0,4.0,1.0,1.0,3.0,,1.0,no
328,2,Solo Leisure,Economy Class,1.0,1.0,,1.0,2.0,1.0,1.0,no
329,2,Solo Leisure,Business Class,2.0,4.0,2.0,1.0,2.0,,2.0,no
330,2,Solo Leisure,Economy Class,1.0,2.0,1.0,2.0,,,1.0,no
331,1,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,,5.0,yes
332,9,Solo Leisure,Economy Class,4.0,5.0,4.0,4.0,,,5.0,yes
333,9,Solo Leisure,Economy Class,5.0,5.0,5.0,4.0,,,4.0,yes
334,1,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,,5.0,yes
335,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
336,7,Solo Leisure,Economy Class,4.0,4.0,2.0,5.0,1.0,1.0,5.0,yes
337,1,Solo Leisure,Economy Class,3.0,2.0,2.0,1.0,2.0,,3.0,no
338,2,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,,,2.0,no
339,2,Solo Leisure,Economy Class,3.0,1.0,2.0,2.0,,,4.0,no
340,1,Solo Leisure,Economy Class,3.0,2.0,1.0,1.0,3.0,3.0,3.0,no
341,2,Solo Leisure,Economy Class,3.0,3.0,3.0,1.0,3.0,,1.0,no
342,6,Solo Leisure,Economy Class,3.0,4.0,2.0,3.0,,,4.0,yes
343,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
344,1,Solo Leisure,Economy Class,,,,,,,1.0,no
345,9,Solo Leisure,Economy Class,4.0,5.0,4.0,4.0,,,3.0,yes
346,1,Solo Leisure,Economy Class,5.0,5.0,5.0,4.0,5.0,,5.0,yes
347,2,Family Leisure,Economy Class,3.0,3.0,3.0,3.0,2.0,1.0,1.0,no
348,7,Solo Leisure,Economy Class,3.0,4.0,3.0,2.0,,,4.0,yes
349,1,Solo Leisure,Economy Class,5.0,5.0,4.0,5.0,,,5.0,yes
350,2,Solo Leisure,Economy Class,2.0,2.0,2.0,1.0,2.0,,2.0,no
351,1,Family Leisure,Economy Class,,,,,,,1.0,no
352,3,Business,Economy Class,4.0,4.0,,1.0,,,2.0,no
353,1,Business,Business Class,5.0,5.0,5.0,4.0,,,5.0,yes
354,6,Business,Premium Economy,3.0,3.0,3.0,3.0,3.0,,4.0,yes
355,2,Family Leisure,Economy Class,1.0,1.0,1.0,2.0,1.0,,1.0,no
356,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
357,1,Business,Economy Class,5.0,5.0,4.0,5.0,5.0,,5.0,yes
358,1,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,,5.0,yes
359,6,Couple Leisure,Economy Class,5.0,3.0,4.0,4.0,,,4.0,yes
360,2,Family Leisure,Economy Class,3.0,4.0,3.0,1.0,1.0,4.0,1.0,no
361,1,Solo Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
362,1,Couple Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,,5.0,yes
363,3,Family Leisure,Economy Class,1.0,2.0,2.0,1.0,2.0,,3.0,no
364,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
365,8,Business,Economy Class,4.0,4.0,3.0,4.0,,,5.0,yes
366,9,Business,Economy Class,4.0,3.0,4.0,5.0,,,5.0,yes
367,8,Business,Economy Class,4.0,3.0,5.0,4.0,,,5.0,yes
368,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
369,1,Solo Leisure,Business Class,5.0,5.0,5.0,5.0,,,5.0,yes
370,1,Family Leisure,Economy Class,5.0,5.0,5.0,5.0,5.0,5.0,5.0,yes
371,3,Family Leisure,Economy Class,3.0,3.0,2.0,1.0,3.0,,2.0,no
372,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,no
373,4,Solo Leisure,Economy Class,3.0,2.0,3.0,1.0,3.0,,3.0,no
374,9,Solo Leisure,Economy Class,4.0,4.0,5.0,3.0,,,4.0,yes
375,9,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,4.0,,5.0,yes
376,1,Family Leisure,Business Class,4.0,4.0,2.0,1.0,3.0,3.0,1.0,no
377,3,Solo Leisure,Economy Class,4.0,3.0,1.0,3.0,,,2.0,no
378,1,Family Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
379,1,Family Leisure,Economy Class,2.0,3.0,2.0,1.0,4.0,,2.0,no
380,8,Business,Economy Class,4.0,5.0,5.0,5.0,2.0,,5.0,yes
381,1,Family Leisure,Economy Class,,,,1.0,,,1.0,no
382,1,Business,Economy Class,,,,1.0,,,1.0,no
383,1,Couple Leisure,Economy Class,2.0,2.0,2.0,1.0,2.0,,1.0,no
384,2,Solo Leisure,Economy Class,3.0,3.0,4.0,1.0,4.0,2.0,2.0,no
385,2,Business,Economy Class,4.0,4.0,3.0,1.0,2.0,,1.0,no
386,1,Business,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
387,1,Business,Business Class,3.0,3.0,1.0,1.0,,,2.0,no
388,9,Solo Leisure,Economy Class,3.0,5.0,3.0,5.0,3.0,,5.0,yes
389,2,Solo Leisure,Economy Class,2.0,2.0,3.0,2.0,4.0,2.0,2.0,no
390,1,Couple Leisure,Economy Class,,,,,,,1.0,no
391,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
392,3,Business,Economy Class,2.0,3.0,2.0,1.0,1.0,,3.0,no
393,1,Family Leisure,Economy Class,5.0,5.0,3.0,5.0,3.0,,5.0,yes
394,1,Solo Leisure,Economy Class,2.0,2.0,2.0,1.0,1.0,,1.0,no
395,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
396,2,Solo Leisure,Economy Class,1.0,2.0,1.0,4.0,,,2.0,no
397,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,2.0,,2.0,no
398,3,Couple Leisure,Economy Class,3.0,3.0,1.0,3.0,1.0,,3.0,no
399,1,Solo Leisure,Economy Class,3.0,3.0,3.0,3.0,3.0,,2.0,no
400,2,Business,Economy Class,1.0,3.0,1.0,1.0,,,1.0,no
401,2,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
402,2,Couple Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,2.0,yes
403,6,Solo Leisure,Economy Class,3.0,1.0,1.0,3.0,,,4.0,no
404,1,Solo Leisure,Economy Class,,,,,,,1.0,no
405,1,Couple Leisure,Business Class,1.0,1.0,1.0,1.0,2.0,1.0,1.0,no
406,1,Couple Leisure,Economy Class,,,,,,,1.0,no
407,2,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
408,8,Family Leisure,Economy Class,4.0,5.0,3.0,5.0,,,5.0,yes
409,1,Solo Leisure,Economy Class,3.0,4.0,3.0,1.0,,,1.0,no
410,7,Business,Economy Class,3.0,3.0,3.0,4.0,,,4.0,yes
411,1,Business,Business Class,2.0,1.0,1.0,1.0,3.0,1.0,1.0,no
412,1,Business,Economy Class,,,,,,,1.0,no
413,1,Solo Leisure,Economy Class,4.0,4.0,4.0,1.0,,,3.0,no
414,1,Couple Leisure,Economy Class,1.0,1.0,,1.0,,,1.0,no
415,1,Solo Leisure,Economy Class,,,,,,,1.0,no
416,1,Solo Leisure,Economy Class,,,,,,,1.0,no
417,1,Family Leisure,Business Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
418,1,Couple Leisure,Economy Class,,,,1.0,,,1.0,no
419,1,Solo Leisure,Economy Class,5.0,5.0,4.0,5.0,,,5.0,yes
420,1,Couple Leisure,Economy Class,2.0,1.0,1.0,1.0,,,1.0,no
421,1,Family Leisure,Economy Class,,,,,,,1.0,no
422,1,Solo Leisure,Economy Class,1.0,5.0,2.0,1.0,1.0,4.0,1.0,no
423,7,Couple Leisure,Economy Class,5.0,5.0,3.0,5.0,4.0,4.0,2.0,yes
424,8,Solo Leisure,Economy Class,4.0,5.0,,4.0,,,5.0,yes
425,2,Couple Leisure,Premium Economy,2.0,1.0,1.0,1.0,1.0,,1.0,no
426,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,,,1.0,no
427,6,Family Leisure,Economy Class,4.0,4.0,2.0,3.0,3.0,3.0,3.0,yes
428,4,Family Leisure,Economy Class,1.0,2.0,3.0,1.0,,,3.0,no
429,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
430,1,Couple Leisure,Economy Class,1.0,3.0,1.0,1.0,,,1.0,no
431,1,Couple Leisure,Economy Class,4.0,3.0,,1.0,,,1.0,no
432,1,Business,Economy Class,3.0,,,1.0,,,1.0,no
433,8,Couple Leisure,Economy Class,3.0,4.0,4.0,4.0,,,3.0,yes
434,7,Solo Leisure,Economy Class,4.0,3.0,2.0,4.0,2.0,,3.0,yes
435,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,,1.0,no
436,1,Solo Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
437,1,Family Leisure,Economy Class,2.0,1.0,2.0,1.0,2.0,1.0,1.0,no
438,9,Solo Leisure,Economy Class,5.0,4.0,4.0,5.0,4.0,4.0,4.0,yes
439,9,Couple Leisure,Business Class,3.0,5.0,5.0,5.0,5.0,,5.0,yes
440,9,Family Leisure,Economy Class,4.0,4.0,3.0,4.0,3.0,,4.0,yes
441,8,Couple Leisure,Economy Class,4.0,4.0,2.0,4.0,1.0,1.0,4.0,yes
442,8,Couple Leisure,Economy Class,4.0,4.0,2.0,4.0,1.0,1.0,4.0,yes
443,3,Business,Business Class,1.0,1.0,2.0,3.0,2.0,,2.0,no
444,1,Business,Economy Class,2.0,3.0,1.0,1.0,1.0,1.0,1.0,no
445,2,Solo Leisure,Economy Class,1.0,1.0,1.0,2.0,,,1.0,no
446,7,Solo Leisure,Business Class,4.0,4.0,1.0,3.0,5.0,5.0,5.0,yes
447,9,Couple Leisure,Business Class,4.0,4.0,4.0,3.0,,,5.0,yes
448,1,Couple Leisure,Economy Class,1.0,3.0,5.0,1.0,1.0,,1.0,no
449,6,Business,Business Class,3.0,4.0,3.0,4.0,4.0,,4.0,yes
450,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,,1.0,no
451,9,Business,Economy Class,4.0,4.0,4.0,3.0,,,4.0,yes
452,8,Solo Leisure,Premium Economy,5.0,5.0,2.0,4.0,1.0,,3.0,yes
453,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
454,3,Family Leisure,Economy Class,3.0,2.0,2.0,1.0,,,3.0,no
455,6,Solo Leisure,Economy Class,4.0,4.0,2.0,4.0,,,3.0,yes
456,4,Solo Leisure,Economy Class,1.0,1.0,1.0,5.0,5.0,,2.0,no
457,1,Solo Leisure,Economy Class,1.0,1.0,2.0,1.0,2.0,,4.0,no
458,3,Business,Economy Class,1.0,2.0,2.0,3.0,3.0,,1.0,no
459,2,Couple Leisure,Premium Economy,3.0,4.0,1.0,1.0,,,2.0,no
460,4,Solo Leisure,Economy Class,3.0,1.0,1.0,3.0,,,4.0,no
461,7,Business,Economy Class,3.0,4.0,3.0,4.0,3.0,,4.0,yes
462,7,Family Leisure,Business Class,3.0,4.0,3.0,2.0,3.0,,4.0,yes
463,5,Family Leisure,Economy Class,3.0,5.0,4.0,2.0,,,3.0,no
464,9,Solo Leisure,Economy Class,5.0,5.0,5.0,5.0,1.0,,5.0,yes
465,9,Solo Leisure,Economy Class,4.0,5.0,4.0,5.0,3.0,,4.0,yes
466,3,Business,Business Class,2.0,3.0,1.0,3.0,1.0,1.0,1.0,no
467,9,Family Leisure,Economy Class,4.0,5.0,5.0,5.0,,,4.0,yes
468,7,Business,Economy Class,4.0,5.0,3.0,2.0,3.0,,4.0,yes
469,1,Business,Economy Class,1.0,1.0,,1.0,,,1.0,no
470,5,Solo Leisure,Economy Class,1.0,5.0,2.0,5.0,5.0,,3.0,yes
471,2,Business,Business Class,3.0,3.0,1.0,2.0,1.0,,2.0,no
472,7,,Economy Class,4.0,4.0,4.0,,4.0,,4.0,yes
473,9,,Economy Class,4.0,5.0,3.0,,0.0,,4.0,yes
474,3,,Economy Class,1.0,2.0,3.0,,1.0,,2.0,no
475,5,,Business Class,5.0,5.0,4.0,,3.0,,5.0,yes
476,1,,Business Class,5.0,5.0,5.0,,4.0,,5.0,yes
477,1,,Economy Class,1.0,1.0,2.0,,3.0,,2.0,no
478,1,,Economy Class,3.0,1.0,2.0,,3.0,,1.0,no
479,8,,Business Class,4.0,5.0,5.0,,4.0,,5.0,yes
480,1,,Economy Class,3.0,5.0,4.0,,1.0,,4.0,yes
481,n,,Economy Class,1.0,1.0,2.0,,4.0,,1.0,no
482,8,,Premium Economy,5.0,5.0,3.0,,0.0,,3.0,yes
483,8,,Economy Class,4.0,4.0,4.0,,1.0,,5.0,yes
484,7,,Business Class,3.0,4.0,3.0,,3.0,,4.0,yes
485,7,,Business Class,3.0,5.0,3.0,,4.0,,4.0,yes
486,2,,Economy Class,2.0,1.0,2.0,,1.0,,2.0,no
487,1,,Economy Class,4.0,5.0,5.0,,4.0,,5.0,yes
488,7,,Economy Class,4.0,4.0,3.0,,0.0,,3.0,yes
489,3,,Business Class,3.0,3.0,1.0,,3.0,,3.0,no
490,1,,Premium Economy,5.0,5.0,5.0,,5.0,,5.0,yes
491,2,,Economy Class,2.0,1.0,2.0,,1.0,,2.0,no
492,8,,Economy Class,3.0,4.0,0.0,,0.0,,4.0,yes
493,n,,Economy Class,4.0,2.0,3.0,,1.0,,2.0,no
494,8,,Economy Class,5.0,5.0,5.0,,5.0,,5.0,yes
495,3,,Economy Class,2.0,1.0,2.0,,0.0,,2.0,no
496,8,,Economy Class,4.0,3.0,3.0,,4.0,,4.0,yes
497,1,,Economy Class,3.0,2.0,2.0,,1.0,,1.0,no
498,3,,Economy Class,3.0,3.0,2.0,,2.0,,2.0,no
499,n,,Economy Class,4.0,0.0,3.0,,1.0,,1.0,no
500,8,,Economy Class,4.0,4.0,2.0,,4.0,,4.0,yes
501,1,Couple Leisure,Economy Class,1.0,1.0,3.0,1.0,1.0,1.0,1.0,no
502,2,Couple Leisure,Economy Class,2.0,1.0,1.0,1.0,,,1.0,no
503,1,Family Leisure,First Class,3.0,3.0,3.0,3.0,,,3.0,no
504,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
505,1,Couple Leisure,Economy Class,,,,1.0,,,1.0,no
506,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
507,1,Family Leisure,Economy Class,3.0,3.0,2.0,1.0,,,1.0,no
508,8,Solo Leisure,Economy Class,5.0,5.0,4.0,4.0,,,1.0,no
509,7,Business,Economy Class,4.0,4.0,4.0,4.0,,,4.0,yes
510,1,Couple Leisure,Economy Class,4.0,4.0,4.0,1.0,5.0,,1.0,no
511,4,Solo Leisure,Economy Class,2.0,2.0,1.0,1.0,,,2.0,no
512,1,Family Leisure,Economy Class,2.0,2.0,3.0,1.0,3.0,1.0,1.0,no
513,1,Business,Premium Economy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
514,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
515,2,Business,Business Class,4.0,3.0,4.0,1.0,2.0,2.0,2.0,no
516,2,Solo Leisure,Economy Class,2.0,3.0,2.0,1.0,4.0,2.0,2.0,no
517,1,Couple Leisure,Economy Class,3.0,3.0,4.0,1.0,1.0,,1.0,no
518,1,Family Leisure,Economy Class,2.0,3.0,3.0,2.0,3.0,1.0,2.0,no
519,1,Couple Leisure,Economy Class,,,,,,,1.0,no
520,1,Business,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
521,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
522,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
523,4,Business,Business Class,4.0,2.0,3.0,1.0,3.0,,3.0,no
524,1,Couple Leisure,Economy Class,3.0,3.0,3.0,1.0,,1.0,1.0,no
525,1,Couple Leisure,Economy Class,3.0,3.0,1.0,3.0,3.0,1.0,3.0,no
526,8,Couple Leisure,Economy Class,4.0,5.0,3.0,5.0,5.0,3.0,2.0,yes
527,8,Couple Leisure,Economy Class,1.0,5.0,,4.0,2.0,1.0,4.0,yes
528,2,Family Leisure,Economy Class,1.0,2.0,,1.0,,,2.0,no
529,1,Family Leisure,Economy Class,1.0,3.0,1.0,1.0,,1.0,1.0,no
530,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,2.0,1.0,1.0,no
531,1,Solo Leisure,Economy Class,3.0,3.0,3.0,5.0,1.0,1.0,5.0,no
532,2,Family Leisure,Economy Class,3.0,3.0,3.0,1.0,2.0,1.0,1.0,no
533,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
534,2,Solo Leisure,Economy Class,3.0,3.0,3.0,1.0,3.0,2.0,1.0,no
535,2,Business,Business Class,2.0,2.0,1.0,2.0,3.0,2.0,1.0,no
536,1,Solo Leisure,Premium Economy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
537,1,Solo Leisure,Economy Class,3.0,3.0,1.0,1.0,,,1.0,no
538,1,Solo Leisure,Economy Class,,,,1.0,,,1.0,no
539,1,Solo Leisure,Premium Economy,1.0,2.0,3.0,1.0,1.0,1.0,1.0,no
540,1,Couple Leisure,Economy Class,2.0,1.0,2.0,1.0,3.0,1.0,1.0,no
541,1,Couple Leisure,Business Class,1.0,1.0,,1.0,,,1.0,no
542,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
543,2,Family Leisure,Premium Economy,3.0,1.0,1.0,4.0,1.0,1.0,3.0,no
544,1,Couple Leisure,Economy Class,2.0,2.0,2.0,1.0,2.0,1.0,2.0,no
545,8,Solo Leisure,Economy Class,3.0,5.0,3.0,5.0,5.0,,4.0,yes
546,1,Family Leisure,Economy Class,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
547,1,Family Leisure,Business Class,5.0,1.0,1.0,1.0,,,2.0,no
548,1,Couple Leisure,Economy Class,,,,1.0,,,1.0,no
549,1,Family Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
550,1,Couple Leisure,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
551,1,Couple Leisure,Business Class,5.0,2.0,1.0,1.0,2.0,,1.0,no
552,2,Family Leisure,Economy Class,1.0,3.0,2.0,2.0,1.0,2.0,2.0,no
